account,account_name,profile_url,id,url,created_at,content,likes,reposts,comments,views,bookmarks,has_media
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2057531410030997789,https://x.com/EpochAIResearch/status/2057531410030997789,Thu May 21 18:38:09 +0000 2026,"For frontier AI chips, memory is the largest and fastest-growing component cost.

High-bandwidth memory (HBM) has grown from 52% to 63% of total AI chip component spending between Q1 2024 and Q4 2025. https://t.co/Ey90W2YhE6",122,12,8,12827,42,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2057531410030997789,https://x.com/EpochAIResearch/status/2057531410030997789,Thu May 21 18:38:09 +0000 2026,"For frontier AI chips, memory is the largest and fastest-growing component cost.

High-bandwidth memory (HBM) has grown from 52% to 63% of total AI chip component spending between Q1 2024 and Q4 2025. https://t.co/Ey90W2YhE6",122,12,8,12827,42,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2057499893854536185,https://x.com/EpochAIResearch/status/2057499893854536185,Thu May 21 16:32:55 +0000 2026,"OpenAI kicked off the AI compute buildout in 2023. But today it uses ~10% of the world's compute, and the top labs together are probably under half.

In this week's newsletter, @justjoshinyou13 discusses how much that share may change, and when it could hit a ceiling.

🧵 https://t.co/d5ajJbi3Zq",202,32,11,56609,80,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2055349241300898273,https://x.com/EpochAIResearch/status/2055349241300898273,Fri May 15 18:07:00 +0000 2026,"Claude is typically better at software engineering and worse at math than frontier competitors.

Aggregating benchmarks to create our domain-specific ECI, we find the Claude family has an average SWE-ECI 2.7 points higher than their general ECI, and a Math-ECI 1.8 points lower. https://t.co/J9UrHXTNgq",372,28,15,73372,72,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2055029633322779006,https://x.com/EpochAIResearch/status/2055029633322779006,Thu May 14 20:56:59 +0000 2026,"Servers account for 60% of the total cost of owning a 1 GW AI data center.

A typical 1 GW AI data center costs about $38B in up-front capital and $0.9B/year to operate. Annualizing the capital expenses over equipment lifespans, that equates to $8.5B/year, with $5B for servers. https://t.co/0Y7teqvr9F",209,38,10,31693,89,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2054698570130002331,https://x.com/EpochAIResearch/status/2054698570130002331,Wed May 13 23:01:28 +0000 2026,"We see examples of this dynamic in other fields:

- In the 100m sprint, 1st gets way more reward/recognition than 2nd, despite often finishing neck-and-neck

- Some artists earn far more than others, but it's hard to argue this reflects big differences in quality https://t.co/e9HKPIsEB1",67,3,3,11327,4,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2054698539566121138,https://x.com/EpochAIResearch/status/2054698539566121138,Wed May 13 23:01:20 +0000 2026,"Superstar AI researchers are paid &gt;10× more than their frontier lab colleagues, and &gt;100× more than most postdocs. Why?

The naive explanation is that this is just due to differences in researcher quality. But in a new essay, @ansonwhho argues that this is very incomplete. https://t.co/5YjTglQckZ",284,17,9,67029,186,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2054698539566121138,https://x.com/EpochAIResearch/status/2054698539566121138,Wed May 13 23:01:20 +0000 2026,"Superstar AI researchers are paid &gt;10× more than their frontier lab colleagues, and &gt;100× more than most postdocs. Why?

The naive explanation is that this is just due to differences in researcher quality. But in a new essay, @ansonwhho argues that this is very incomplete. https://t.co/5YjTglQckZ",284,17,9,67029,186,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2054321230078206109,https://x.com/EpochAIResearch/status/2054321230078206109,Tue May 12 22:02:03 +0000 2026,"We're looking for a Researcher to join Epoch AI's data center tracking project! You'd help us monitor global frontier AI datacenter buildouts in detail—using satellite imagery, permits, and other sources to inform policymakers and the public. https://t.co/tygGKuRY9w",52,4,3,7029,7,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2053995435870892048,https://x.com/EpochAIResearch/status/2053995435870892048,Tue May 12 00:27:27 +0000 2026,"We are conducting an AI-assisted review of FrontierMath: Tiers 1-4. This has flagged fatal errors in about a third of problems, and we believe most of these flags to be valid. We will release updated scores on a corrected dataset after completing a thorough human review.",869,67,30,475324,197,False
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2052847400650518804,https://x.com/EpochAIResearch/status/2052847400650518804,Fri May 08 20:25:35 +0000 2026,"Anthropic and OpenAI earn more revenue per employee than the top public tech companies, both now and at their IPOs.

Anthropic: ~$9M
OpenAI: ~$5.6M
Top public co. (Nvidia): ~$5.1M https://t.co/iLxOVcsbVJ",362,47,16,79506,105,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2052509552776761580,https://x.com/EpochAIResearch/status/2052509552776761580,Thu May 07 22:03:05 +0000 2026,"Every AI chip consists of key components. If the supply of any component stalls, so can chip production.

Introducing our AI Chip Components explorer, which tracks supply and consumption of logic, packaging, and memory to identify the bottlenecks shaping frontier AI compute. https://t.co/j5Xs6bNwsz",263,46,3,45212,114,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2052069897530933438,https://x.com/EpochAIResearch/status/2052069897530933438,Wed May 06 16:56:03 +0000 2026,"We are launching domain-specific capability scores, tracking the capabilities of models across SWE and Math benchmarks, using the same scale as the general ECI. We also support customization for users who want to create their own variants of the ECI. Link below! https://t.co/H4ICWasd0W",222,25,11,22511,52,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2051760424891392204,https://x.com/EpochAIResearch/status/2051760424891392204,Tue May 05 20:26:19 +0000 2026,"The recipe for “classic” reasoning benchmarks is simple: text-only, several-hour time horizons, easy to grade, with expert human baselines.

What next? In this week’s Gradient Update, @GregHBurnham argues it’s as easy as dropping one of these four ingredients. https://t.co/jZSPz3ReH0",133,9,4,12774,34,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2051760424891392204,https://x.com/EpochAIResearch/status/2051760424891392204,Tue May 05 20:26:19 +0000 2026,"The recipe for “classic” reasoning benchmarks is simple: text-only, several-hour time horizons, easy to grade, with expert human baselines.

What next? In this week’s Gradient Update, @GregHBurnham argues it’s as easy as dropping one of these four ingredients. https://t.co/jZSPz3ReH0",133,9,4,12774,34,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2051682607918886971,https://x.com/EpochAIResearch/status/2051682607918886971,Tue May 05 15:17:06 +0000 2026,"Join us for in-person workshops to develop problems for FrontierMath: Open Problems!

We are seeking highly interesting unsolved problems from research mathematics whose solutions can be verified programmatically. These are hard to find. Come take a crack at it! Link below. https://t.co/1RDr8PY2BT",78,11,5,37930,22,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2051330509989368211,https://x.com/EpochAIResearch/status/2051330509989368211,Mon May 04 15:58:00 +0000 2026,"Are AI benchmarks doomed?

@GregHBurnham and @tmkadamcz join @ansonwhho to push back on benchmark pessimism and dig into what the next generation of AI benchmarks could look like.

(0:00:00) - Preview
(0:00:36) - Intro: Are AI benchmarks doomed?
(0:03:13) - The costs and benefits https://t.co/YjhSr5988z",107,13,10,22171,62,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2049924785153638761,https://x.com/EpochAIResearch/status/2049924785153638761,Thu Apr 30 18:52:09 +0000 2026,How much AI compute has been smuggled to China? We estimate between 290k and 1.6M H100-equivalents by the end of 2025 — representing ~20% to ~60% of China’s total compute. https://t.co/HFIVlq2itv,262,48,11,62621,53,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2049186851844771888,https://x.com/EpochAIResearch/status/2049186851844771888,Tue Apr 28 17:59:52 +0000 2026,GPT-5.5 Pro achieves a new high score of 159 on the Epoch Capabilities Index! ECI is our statistical tool that combines multiple benchmarks into a unified scale. https://t.co/ktLKbsp9K3,781,90,22,147589,106,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2049157715377934409,https://x.com/EpochAIResearch/status/2049157715377934409,Tue Apr 28 16:04:05 +0000 2026,"Alongside our report on how fast robot production could scale up, we've also released a series of @metaculus forecasting questions on the future of robotics.

If you have views on where these trends are headed, come weigh in! https://t.co/bg4Ab2QilH",52,2,2,4918,10,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2048824054279455045,https://x.com/EpochAIResearch/status/2048824054279455045,Mon Apr 27 17:58:14 +0000 2026,"How fast could production of humanoids, quadrupeds, drones, and other robots scale up, in the event of a large demand shock? https://t.co/7I2IjDukad",260,42,6,26571,85,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2048824054279455045,https://x.com/EpochAIResearch/status/2048824054279455045,Mon Apr 27 17:58:14 +0000 2026,"How fast could production of humanoids, quadrupeds, drones, and other robots scale up, in the event of a large demand shock? https://t.co/7I2IjDukad",260,42,6,26571,85,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2047442515608162481,https://x.com/EpochAIResearch/status/2047442515608162481,Thu Apr 23 22:28:30 +0000 2026,"We now estimate that only about 0.3 GW of total facility power is operational for Stargate Abilene, not 0.6 GW. We have moved the 0.6 GW milestone to late May and the 1.2 GW milestone from Q3 to Q4 2026, but both are uncertain.

More about this change and our methodology in 🧵",160,10,2,18174,52,False
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2047423836904460328,https://x.com/EpochAIResearch/status/2047423836904460328,Thu Apr 23 21:14:16 +0000 2026,"Yesterday, we shared a chart showing 80% of Claude users live in $100k+ households, more than any other major AI service.

But Claude’s user base is smaller than other AI services, so this isn’t the same as being the most popular service among high-income households. https://t.co/QZcQ8CutwB",338,31,11,75698,88,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2047056309535801605,https://x.com/EpochAIResearch/status/2047056309535801605,Wed Apr 22 20:53:51 +0000 2026,"80% of US adults who report using Claude in the previous week live in households earning $100,000 or more a year, compared to 37% of Meta AI users.

Other major providers cluster in a relatively narrow band, with 56–64% of users in $100,000+ households. https://t.co/4PJnbqJB8X",2032,231,75,1487602,736,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2046631622909558857,https://x.com/EpochAIResearch/status/2046631622909558857,Tue Apr 21 16:46:18 +0000 2026,"Opus 4.7 scores 156 on ECI, our tool for combining multiple benchmarks onto a single scale. This puts it a bit ahead of Opus 4.6 and a bit behind only GPT-5.4, Gemini 3.1 Pro, and GPT-5.4 Pro. Thread with individual scores and commentary. https://t.co/naZ3A1Bl3F",305,25,9,23776,49,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2046631622909558857,https://x.com/EpochAIResearch/status/2046631622909558857,Tue Apr 21 16:46:18 +0000 2026,"Opus 4.7 scores 156 on ECI, our tool for combining multiple benchmarks onto a single scale. This puts it a bit ahead of Opus 4.6 and a bit behind only GPT-5.4, Gemini 3.1 Pro, and GPT-5.4 Pro. Thread with individual scores and commentary. https://t.co/naZ3A1Bl3F",305,25,9,23776,49,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2045258390147088764,https://x.com/EpochAIResearch/status/2045258390147088764,Fri Apr 17 21:49:33 +0000 2026,"In 2025, OpenAI announced Stargate, a $500 billion data center initiative. We surveyed all 7 US sites and found visible development at each.

There's a long road ahead, but the project appears on track to reach 9+ GW by 2029—comparable to New York City's peak power demand. 🧵 https://t.co/CRwJmqDnEv",584,70,18,183065,163,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2045205780916560010,https://x.com/EpochAIResearch/status/2045205780916560010,Fri Apr 17 18:20:30 +0000 2026,"Have AI capabilities accelerated?

On 3 out of the 4 AI capability metrics we investigated, we found strong evidence of acceleration, around when reasoning models emerged. https://t.co/YHnsG7UbmP",431,55,9,52382,98,True
EpochAIResearch,Epoch AI,https://x.com/EpochAIResearch,2044857542422192246,https://x.com/EpochAIResearch/status/2044857542422192246,Thu Apr 16 19:16:44 +0000 2026,"According to our latest polls, Claude usage in the US rose by over 40% amid increased attention last month, but remains far behind ChatGPT.

Our point estimate would imply several million new weekly users in the United States. https://t.co/EDsBMNy5bi",62,2,1,9634,11,True
